#Cloud,Name,Av,alpha,T_bol,L_bol,alphaPrime,TbolPrime,LbolPrime,likelyAGB,RA,DEC,Class
Aquila,J180144.8-044941,8.2,-2.2,1700.0,3.0,-2.52,2000.0,8.2,N,270.43666666666667,-4.828055555555555,III
Aquila,J180145.8-045902,8.0,-2.1,1700.0,1.4,-2.56,2000.0,3.7,N,270.44083333333333,-4.983888888888889,III
Aquila,J180154.2-043753,12.4,-2.6,2100.0,0.52,-3.22,2600.0,4.7,N,270.47583333333336,-4.631388888888889,III
Aquila,J180229.2-051552,8.3,-2.0,1700.0,3.6,-2.38,2000.0,9.8,N,270.62166666666667,-5.264444444444444,III
Aquila,J180302.0-044233,12.4,-2.5,2100.0,0.11,-3.15,2500.0,0.92,N,270.7583333333333,-4.7091666666666665,III
Aquila,J180308.0-043523,8.0,-2.2,1700.0,0.24,-2.52,2000.0,0.64,N,270.78333333333336,-4.589722222222222,III
Aquila,J180313.8-042845,6.9,-2.2,1800.0,0.72,-2.53,2000.0,1.7,N,270.8075,-4.479166666666667,III
Aquila,J180423.9-042248,8.9,-2.2,1700.0,2.2,-2.44,2000.0,6.3,N,271.0995833333333,-4.38,III
Aquila,J180435.7-044700,8.1,-2.3,1700.0,1.9,-2.65,2000.0,5.3,N,271.14875,-4.783333333333333,III
Aquila,J180444.5-043706,12.4,0.5,540.0,0.055,-0.1,1000.0,0.11,N,271.18541666666664,-4.618333333333334,Flat
Aquila,J180449.2-043641,6.4,-0.8,1300.0,0.38,-1.35,1600.0,0.72,N,271.205,-4.6113888888888885,II
Aquila,J180449.3-043639,12.4,-1.2,580.0,0.064,-1.4,620.0,0.11,N,271.2054166666667,-4.610833333333333,II
Aquila,J180451.4-043604,7.6,-0.7,1100.0,0.79,-0.86,1500.0,1.5,N,271.21416666666664,-4.601111111111111,II
Aquila,J180512.6-045225,7.1,-2.1,1800.0,1.2,-2.44,2000.0,3.0,N,271.30249999999995,-4.873611111111112,III
Aquila,J180516.2-044818,8.2,-2.1,1500.0,1.6,-2.11,1900.0,4.2,N,271.3175,-4.805,III
Aquila,J180519.4-041840,8.8,-2.0,1500.0,0.75,-2.07,1900.0,2.0,N,271.3308333333333,-4.311111111111111,III
Aquila,J180531.1-043809,12.4,0.2,290.0,0.013,0.0,340.0,0.019,N,271.3795833333333,-4.635833333333333,Flat
Aquila,J180538.4-041601,7.7,-2.2,1700.0,1.0,-2.54,2000.0,2.6,N,271.41,-4.266944444444444,III
Aquila,J180559.6-035928,7.7,-1.8,1600.0,1.6,-1.98,1900.0,4.0,N,271.49833333333333,-3.991111111111111,III
Aquila,J180602.5-042335,7.8,-2.3,1700.0,0.43,-2.52,2000.0,1.1,N,271.5104166666667,-4.393055555555556,III
Aquila,J180614.4-042356,7.2,-2.1,1700.0,0.92,-2.37,2000.0,2.2,N,271.56,-4.398888888888889,III
Aquila,J180624.7-044533,7.9,-2.2,1700.0,3.0,-2.53,2000.0,8.1,N,271.60291666666666,-4.759166666666666,III
Aquila,J180629.7-045022,7.1,-2.2,1800.0,6.0,-2.61,2000.0,15.0,N,271.62375,-4.839444444444444,III
Aquila,J180635.1-042515,5.9,-2.1,1600.0,0.65,-2.04,1900.0,1.3,N,271.64625,-4.420833333333333,III
Aquila,J180651.2-040827,8.5,-2.2,1700.0,4.3,-2.54,2000.0,12.0,N,271.7133333333333,-4.140833333333334,III
Aquila,J180652.1-044349,8.8,-2.0,1700.0,0.67,-2.39,2000.0,2.0,N,271.71708333333333,-4.730277777777778,III
Aquila,J180701.6-044311,7.3,-2.2,1800.0,0.15,-2.61,2000.0,0.38,N,271.75666666666666,-4.719722222222222,III
Aquila,J180733.2-044127,11.5,-2.1,1600.0,1.4,-2.54,2000.0,5.3,N,271.8883333333333,-4.690833333333334,III
Aquila,J180916.7-030928,6.7,-2.0,1800.0,0.91,-2.37,2000.0,2.1,N,272.3195833333333,-3.1577777777777776,III
Aquila,J180935.4-030918,6.4,-2.3,1800.0,1.9,-2.52,2000.0,4.2,N,272.3975,-3.155,III
Aquila,J181028.9-023742,12.4,-0.2,690.0,8.9,-0.12,850.0,18.0,N,272.62041666666664,-2.6283333333333334,Flat
Aquila,J181052.3-024344,6.9,-2.2,1800.0,1.1,-2.52,2000.0,2.6,N,272.71791666666667,-2.728888888888889,III
Aquila,J181128.4-023147,7.3,-2.4,1800.0,1.2,-2.68,2000.0,3.0,N,272.86833333333334,-2.529722222222222,III
Aquila,J181211.8-033118,7.4,-2.2,1700.0,1.3,-2.47,2000.0,3.2,N,273.0491666666667,-3.5216666666666665,III
Aquila,J181231.8-033618,8.4,-1.7,1400.0,4.2,-1.65,1700.0,9.9,N,273.1325,-3.605,III
Aquila,J181320.4-032425,7.1,-2.1,1700.0,0.64,-2.45,2000.0,1.6,N,273.335,-3.4069444444444446,III
Aquila,J181327.6-032351,6.5,-2.2,1800.0,1.2,-2.42,2000.0,2.6,N,273.365,-3.3975,III
Aquila,J181333.3-031850,14.2,-1.8,1400.0,2.7,-2.23,1900.0,12.0,N,273.38875,-3.3138888888888887,III
Aquila,J181353.9-031903,7.9,-2.2,1700.0,3.9,-2.55,2000.0,11.0,N,273.4745833333333,-3.3175,III
Aquila,J181425.9-034348,5.9,-2.0,1700.0,0.56,-2.08,1900.0,1.1,N,273.60791666666665,-3.73,III
Aquila,J181426.5-033413,7.2,-2.1,1800.0,3.0,-2.52,2000.0,7.4,N,273.61041666666665,-3.5702777777777777,III
Aquila,J181430.4-032411,7.6,-2.1,1700.0,1.5,-2.42,2000.0,3.9,N,273.62666666666667,-3.4030555555555555,III
Aquila,J181442.3-033805,5.9,-1.6,1600.0,1.6,-1.9,1900.0,3.2,N,273.67625,-3.6347222222222224,III
Aquila,J181444.5-032352,7.5,-2.2,1800.0,1.4,-2.61,2000.0,3.6,N,273.68541666666664,-3.397777777777778,III
Aquila,J181456.8-033620,9.9,-2.0,1700.0,9.1,-2.5,2000.0,30.0,N,273.7366666666666,-3.6055555555555556,III
Aquila,J181459.6-032724,7.6,-2.2,1700.0,2.2,-2.47,2000.0,5.7,N,273.74833333333333,-3.456666666666667,III
Aquila,J181506.2-032441,6.8,-2.1,1600.0,0.56,-2.05,1900.0,1.2,N,273.7758333333333,-3.411388888888889,III
Aquila,J181539.1-031705,8.2,-2.1,1600.0,2.4,-2.21,1900.0,6.2,N,273.91291666666666,-3.2847222222222223,III
Aquila,J181550.3-033435,8.4,-2.2,1700.0,0.72,-2.51,2000.0,2.0,N,273.95958333333334,-3.576388888888889,III
Aquila,J181559.9-033158,6.3,-2.4,1800.0,0.046,-2.63,2000.0,0.1,N,273.99958333333336,-3.5327777777777776,III
Aquila,J181623.8-033224,6.3,-2.3,1800.0,0.21,-2.57,2000.0,0.47,N,274.0991666666667,-3.54,III
Aquila,J181631.6-030945,5.4,-2.2,1800.0,0.41,-2.41,2000.0,0.81,N,274.13166666666666,-3.1625,III
Aquila,J181635.6-032449,7.7,-2.3,1700.0,1.1,-2.54,2000.0,2.8,N,274.1483333333333,-3.413611111111111,III
Aquila,J182019.0-025105,8.2,-2.1,1700.0,0.35,-2.48,2000.0,0.96,N,275.07916666666665,-2.851388888888889,III
Aquila,J182036.2-024147,6.7,-2.1,1600.0,2.4,-2.09,1900.0,5.2,N,275.1508333333333,-2.696388888888889,III
Aquila,J182107.6-024435,4.7,-2.4,1900.0,0.19,-2.65,2000.0,0.36,N,275.28166666666664,-2.743055555555556,III
Aquila,J182107.9-030533,10.2,-2.2,1700.0,0.2,-2.54,2000.0,0.69,N,275.28291666666667,-3.0925000000000002,III
Aquila,J182120.7-030429,9.8,-2.2,1700.0,1.0,-2.53,2000.0,3.3,N,275.33624999999995,-3.0747222222222224,III
Aquila,J182134.1-032021,7.7,-2.2,1700.0,0.97,-2.48,2000.0,2.5,N,275.3920833333333,-3.339166666666667,III
Aquila,J182140.0-031829,4.4,-2.0,1800.0,0.025,-2.31,2000.0,0.044,N,275.4166666666667,-3.3080555555555553,III
Aquila,J182140.3-031833,8.2,-1.7,1500.0,1.0,-1.92,1800.0,2.5,N,275.41791666666666,-3.3091666666666666,III
Aquila,J182149.8-025504,7.2,-2.1,1600.0,0.6,-2.2,1900.0,1.4,N,275.4575,-2.917777777777778,III
Aquila,J182159.3-025932,10.3,-2.1,1600.0,0.59,-2.38,2000.0,2.0,N,275.4970833333333,-2.9922222222222223,III
Aquila,J182202.8-031941,10.1,-2.2,1600.0,0.93,-2.52,2000.0,3.1,N,275.51166666666666,-3.3280555555555553,III
Aquila,J182211.9-030508,11.3,-1.3,1500.0,8.0,-1.93,1900.0,28.0,N,275.5495833333333,-3.0855555555555556,III
Aquila,J182212.8-025745,8.6,-2.0,1700.0,2.2,-2.4,2000.0,6.2,N,275.5533333333333,-2.9625000000000004,III
Aquila,J182219.0-025253,8.2,-2.3,1700.0,2.0,-2.53,2000.0,5.5,N,275.57916666666665,-2.881388888888889,III
Aquila,J182221.0-025533,7.4,-1.9,1700.0,8.6,-2.35,2000.0,22.0,N,275.5875,-2.9258333333333333,III
Aquila,J182224.6-030522,9.7,-1.9,1600.0,1.2,-2.33,2000.0,3.8,N,275.60249999999996,-3.0894444444444447,III
Aquila,J182225.7-031449,10.7,-2.2,1600.0,0.51,-2.58,2000.0,1.8,N,275.6070833333333,-3.2469444444444444,III
Aquila,J182240.2-030651,7.3,-2.3,1800.0,1.2,-2.56,2000.0,3.1,N,275.6675,-3.1141666666666667,III
Aquila,J182240.2-031317,10.3,-2.1,1700.0,1.3,-2.55,2000.0,4.5,N,275.6675,-3.221388888888889,III
Aquila,J182240.8-032220,9.1,-2.2,1700.0,0.92,-2.49,2000.0,2.8,N,275.66999999999996,-3.3722222222222222,III
Aquila,J182243.8-031835,10.3,-2.1,1600.0,4.2,-2.42,1900.0,14.0,N,275.6825,-3.3097222222222222,III
Aquila,J182249.5-030714,8.5,-2.0,1700.0,0.51,-2.42,2000.0,1.4,N,275.70625,-3.1205555555555557,III
Aquila,J182259.7-030934,2.3,-2.1,1900.0,0.11,-2.23,2000.0,0.15,N,275.74875,-3.1594444444444445,III
Aquila,J182303.3-024931,8.0,-2.3,1700.0,6.1,-2.62,2000.0,17.0,N,275.76375,-2.8252777777777776,III
Aquila,J182305.5-030023,11.6,-2.1,1600.0,1.1,-2.54,2000.0,4.5,N,275.7729166666667,-3.006388888888889,III
Aquila,J182309.8-031035,9.5,-2.1,1600.0,1.6,-2.25,1900.0,4.8,N,275.79083333333335,-3.176388888888889,III
Aquila,J182313.8-025514,12.0,-2.0,1600.0,1.2,-2.43,1900.0,4.7,N,275.80750000000006,-2.9205555555555556,III
Aquila,J182316.4-025201,8.4,-2.2,1700.0,1.1,-2.39,2000.0,3.1,N,275.8183333333334,-2.8669444444444445,III
Aquila,J182323.1-031350,9.9,-1.6,1300.0,0.84,-1.63,1700.0,2.3,N,275.84625000000005,-3.2305555555555556,III
Aquila,J182326.0-030451,5.8,-2.3,1800.0,0.032,-2.61,2000.0,0.068,N,275.85833333333335,-3.0808333333333335,III
Aquila,J182333.0-030703,9.2,-2.1,1700.0,0.66,-2.51,2000.0,2.0,N,275.8875,-3.1175,III
Aquila,J182337.6-024412,6.7,-2.2,1800.0,3.0,-2.58,2000.0,7.0,N,275.9066666666667,-2.736666666666667,III
Aquila,J182338.2-030845,9.2,-2.2,1700.0,1.9,-2.44,2000.0,5.7,N,275.9091666666667,-3.1458333333333335,III
Aquila,J182346.9-024855,7.3,-2.3,1800.0,2.2,-2.64,2000.0,5.5,N,275.9454166666667,-2.8152777777777778,III
Aquila,J182350.9-031931,8.5,-2.3,1700.0,0.73,-2.54,2000.0,2.1,N,275.96208333333334,-3.3252777777777776,III
Aquila,J182405.6-024536,7.2,-2.1,1600.0,0.56,-2.19,1900.0,1.3,N,276.02333333333337,-2.76,III
Aquila,J182412.3-031042,9.0,-2.2,1700.0,2.2,-2.5,2000.0,6.4,N,276.05125000000004,-3.1783333333333332,III
Aquila,J182415.0-030009,12.7,-1.4,1400.0,1.0,-1.85,1800.0,3.8,N,276.0625,-3.0025,III
Aquila,J182416.5-024522,6.6,-2.1,1700.0,8.6,-2.22,1900.0,19.0,N,276.06875,-2.756111111111111,III
Aquila,J182420.6-025840,8.8,-2.2,1700.0,3.3,-2.46,2000.0,9.6,N,276.08583333333337,-2.977777777777778,III
Aquila,J182430.2-025916,12.0,-2.1,1600.0,0.94,-2.51,2000.0,3.8,N,276.12583333333333,-2.9877777777777776,III
Aquila,J182432.2-031308,11.9,-1.9,1300.0,1.1,-1.88,1800.0,3.6,N,276.13416666666666,-3.218888888888889,III
Aquila,J182436.6-025013,10.9,-1.4,1300.0,6.7,-1.76,1800.0,21.0,N,276.15250000000003,-2.8369444444444447,III
Aquila,J182501.6-025909,9.7,-2.2,1700.0,2.4,-2.55,2000.0,7.8,N,276.25666666666666,-2.9858333333333333,III
Aquila,J182505.0-025149,11.9,-1.6,1400.0,6.1,-2.0,1900.0,22.0,N,276.27083333333337,-2.863611111111111,III
Aquila,J182507.8-030607,9.6,-1.9,1500.0,0.7,-2.12,1900.0,2.1,N,276.2825,-3.1019444444444444,III
Aquila,J182509.9-030414,11.8,-2.1,1600.0,5.7,-2.53,2000.0,23.0,N,276.29125000000005,-3.070555555555556,III
Aquila,J182511.3-025853,12.4,1.1,190.0,0.27,0.89,230.0,0.36,N,276.2970833333334,-2.981388888888889,0+I
Aquila,J182513.3-025954,12.4,0.0,560.0,0.49,-0.29,760.0,0.87,N,276.30541666666664,-2.9983333333333335,Flat
Aquila,J182521.5-030836,7.9,-2.3,1700.0,1.5,-2.43,2100.0,4.3,N,276.33958333333334,-3.143333333333333,III
Aquila,J182524.0-024721,6.9,-1.7,1600.0,1.5,-1.96,1900.0,3.3,N,276.35,-2.7891666666666666,III
Aquila,J182540.9-030325,8.5,-2.1,1700.0,0.46,-2.46,2000.0,1.3,N,276.4204166666667,-3.0569444444444445,III
Aquila,J182547.9-035059,6.5,-2.1,1700.0,2.7,-2.23,1900.0,5.9,N,276.44958333333335,-3.8497222222222223,III
Aquila,J182557.6-035704,4.5,-2.0,1700.0,0.081,-2.37,1900.0,0.14,N,276.49,-3.9511111111111115,III
Aquila,J182559.4-033940,10.0,-1.9,1600.0,3.3,-2.23,1900.0,10.0,N,276.4975,-3.661111111111111,III
Aquila,J182600.2-034807,7.4,-2.1,1700.0,0.98,-2.46,2000.0,2.4,N,276.50083333333333,-3.801944444444444,III
Aquila,J182604.3-035634,9.2,-2.1,1700.0,1.2,-2.46,2000.0,3.6,N,276.5179166666667,-3.942777777777778,III
Aquila,J182606.7-030518,8.6,-2.2,1700.0,4.3,-2.57,2000.0,12.0,N,276.52791666666667,-3.0883333333333334,III
Aquila,J182617.4-033719,7.9,-2.2,1700.0,2.9,-2.52,2000.0,7.7,N,276.5725,-3.6219444444444444,III
Aquila,J182625.8-032919,8.4,-2.2,1700.0,2.0,-2.6,2000.0,5.7,N,276.6075,-3.488611111111111,III
Aquila,J182626.5-032710,8.5,-2.2,1700.0,0.85,-2.62,2000.0,2.4,N,276.61041666666665,-3.452777777777778,III
Aquila,J182632.8-034627,12.4,0.1,520.0,0.043,-0.17,700.0,0.076,N,276.6366666666667,-3.7741666666666664,Flat
Aquila,J182634.7-030028,10.3,-2.2,1600.0,0.2,-2.49,2000.0,0.67,N,276.64458333333334,-3.0077777777777777,III
Aquila,J182637.7-025437,6.7,-2.1,1700.0,0.33,-2.37,2000.0,0.76,N,276.65708333333333,-2.9102777777777775,III
Aquila,J182637.8-024551,6.3,-2.2,1800.0,0.6,-2.47,2000.0,1.3,N,276.6575,-2.7641666666666667,III
Aquila,J182638.8-025259,7.2,-2.4,1800.0,14.0,-2.74,2000.0,36.0,N,276.6616666666667,-2.8830555555555555,III
Aquila,J182640.8-034527,4.6,-1.6,1700.0,0.036,-1.8,1900.0,0.062,N,276.67,-3.7575,III
Aquila,J182645.9-034430,9.9,-0.7,1200.0,0.13,-1.27,1700.0,0.33,N,276.69125,-3.7416666666666667,II
Aquila,J182649.7-035559,6.8,-0.8,1400.0,0.16,-1.53,1800.0,0.34,N,276.70708333333334,-3.9330555555555553,II
Aquila,J182649.9-031730,7.9,-1.8,1700.0,5.3,-2.36,2000.0,14.0,N,276.7079166666667,-3.2916666666666665,III
Aquila,J182650.2-025856,15.0,-1.4,1300.0,0.88,-1.92,1800.0,4.1,N,276.7091666666667,-2.9822222222222226,III
Aquila,J182651.9-035134,12.3,-1.7,1300.0,1.5,-1.82,1800.0,5.1,N,276.71625,-3.8594444444444447,III
Aquila,J182652.1-030926,7.0,-2.4,1800.0,4.7,-2.69,2000.0,12.0,N,276.71708333333333,-3.157222222222222,III
Aquila,J182654.2-030351,7.8,-2.2,1700.0,1.2,-2.47,2000.0,3.2,N,276.72583333333336,-3.0641666666666665,III
Aquila,J182655.0-033219,9.7,-2.2,1700.0,0.82,-2.59,2000.0,2.7,N,276.7291666666667,-3.538611111111111,III
Aquila,J182658.3-032254,9.2,-2.0,1600.0,2.4,-2.31,1900.0,7.2,N,276.7429166666667,-3.381666666666667,III
Aquila,J182659.8-031409,6.2,-1.9,1800.0,0.69,-2.32,2000.0,1.5,N,276.74916666666667,-3.2358333333333333,III
Aquila,J182701.4-035013,7.4,-0.7,1000.0,0.0048,-0.97,1200.0,0.0083,N,276.7558333333333,-3.8369444444444447,II
Aquila,J182703.0-040100,13.1,-2.0,1600.0,3.3,-2.52,2000.0,15.0,N,276.76250000000005,-4.016666666666667,III
Aquila,J182703.3-024533,12.4,0.4,790.0,0.01,0.13,1700.0,0.032,N,276.76375,-2.7591666666666668,Flat
Aquila,J182705.1-031301,6.8,-2.1,1800.0,2.1,-2.45,2000.0,4.9,N,276.77125,-3.2169444444444446,III
Aquila,J182709.7-041429,7.7,-2.2,1700.0,0.31,-2.5,2000.0,0.81,N,276.7904166666667,-4.241388888888889,III
Aquila,J182710.2-025719,7.1,-1.8,1400.0,0.52,-1.63,1700.0,1.1,N,276.7925,-2.955277777777778,III
Aquila,J182710.4-041047,8.8,-2.1,1700.0,6.9,-2.51,2000.0,20.0,N,276.79333333333335,-4.179722222222223,III
Aquila,J182711.7-025656,8.9,-2.1,1700.0,0.24,-2.5,2000.0,0.72,N,276.79875000000004,-2.9488888888888893,III
Aquila,J182711.9-032036,8.0,-2.1,1700.0,0.8,-2.58,2000.0,2.2,N,276.7995833333333,-3.3433333333333333,III
Aquila,J182713.0-024316,6.2,-2.2,1800.0,2.3,-2.56,2000.0,5.0,N,276.8041666666667,-2.721111111111111,III
Aquila,J182713.2-034014,12.4,-0.2,890.0,1.3,-0.96,1600.0,3.8,N,276.805,-3.6705555555555556,II
Aquila,J182715.8-035849,6.8,-1.2,1500.0,0.017,-1.56,1800.0,0.038,N,276.81583333333333,-3.980277777777778,II
Aquila,J182716.8-034428,19.3,-2.0,1400.0,0.14,-2.57,1900.0,1.1,N,276.82000000000005,-3.741111111111111,III
Aquila,J182717.1-025442,6.9,-2.2,1800.0,0.76,-2.53,2000.0,1.8,N,276.82125,-2.9116666666666666,III
Aquila,J182717.6-033530,8.6,-2.3,1700.0,1.5,-2.6,2000.0,4.3,N,276.8233333333333,-3.591666666666667,III
Aquila,J182719.4-041040,7.8,-2.4,1800.0,1.2,-2.75,2000.0,3.3,N,276.8308333333334,-4.177777777777778,III
Aquila,J182721.1-041157,8.9,-1.5,1500.0,3.5,-1.99,1900.0,9.7,N,276.8379166666667,-4.199166666666667,III
Aquila,J182721.6-031415,12.4,-1.7,2000.0,0.32,-2.68,2600.0,2.6,N,276.84000000000003,-3.2375000000000003,III
Aquila,J182722.1-033644,8.2,-2.1,1700.0,0.27,-2.49,2000.0,0.74,N,276.84208333333333,-3.6122222222222224,III
Aquila,J182723.4-024603,7.5,-2.0,1700.0,3.5,-2.43,2000.0,9.0,N,276.8475,-2.7675,III
Aquila,J182723.8-035227,12.9,-2.1,1500.0,0.9,-2.43,1900.0,3.9,N,276.8491666666667,-3.8741666666666665,III
Aquila,J182723.8-034607,10.9,-2.1,1600.0,0.019,-2.52,2000.0,0.068,N,276.8491666666667,-3.768611111111111,III
Aquila,J182723.9-040717,4.1,-2.0,1800.0,0.056,-2.06,1900.0,0.094,N,276.8495833333333,-4.121388888888888,III
Aquila,J182724.3-040653,8.9,-2.0,1700.0,6.6,-2.39,2000.0,19.0,N,276.85125,-4.1147222222222215,III
Aquila,J182726.4-033416,7.8,-0.8,1300.0,0.1,-1.2,1700.0,0.23,N,276.86,-3.5711111111111107,II
Aquila,J182726.6-034445,15.7,-0.5,900.0,0.34,-1.2,1500.0,1.2,N,276.86083333333335,-3.7458333333333336,II
Aquila,J182728.7-040624,7.8,-2.3,1700.0,1.5,-2.59,2000.0,4.0,N,276.86958333333337,-4.1066666666666665,III
Aquila,J182730.1-034540,14.6,-1.9,1500.0,0.72,-2.46,2000.0,3.8,N,276.8754166666667,-3.761111111111111,III
Aquila,J182730.2-034859,11.4,-1.9,1600.0,0.021,-2.53,2000.0,0.077,N,276.87583333333333,-3.8163888888888886,III
Aquila,J182731.5-024322,9.0,-1.9,1700.0,5.1,-2.38,2000.0,15.0,N,276.88125,-2.722777777777778,III
Aquila,J182731.7-040254,8.4,-2.2,1700.0,0.27,-2.43,2000.0,0.74,N,276.88208333333336,-4.048333333333333,III
Aquila,J182731.9-030656,7.9,-2.3,1700.0,0.34,-2.59,2000.0,0.93,N,276.8829166666667,-3.115555555555556,III
Aquila,J182732.0-012530,7.0,-2.0,1800.0,2.1,-2.47,2000.0,5.0,N,276.8833333333333,-1.425,III
Aquila,J182733.1-031440,8.7,-2.1,1600.0,8.3,-2.33,1900.0,23.0,N,276.8879166666667,-3.2444444444444445,III
Aquila,J182733.4-032626,11.7,-1.2,1300.0,1.7,-1.66,1800.0,5.7,N,276.88916666666665,-3.4405555555555556,III
Aquila,J182734.3-035406,12.9,-1.6,1400.0,0.034,-2.48,1900.0,0.14,N,276.8929166666667,-3.9016666666666664,III
Aquila,J182735.7-031426,8.4,-1.8,1600.0,0.75,-2.18,1900.0,2.0,N,276.89875,-3.2405555555555554,III
Aquila,J182736.7-035004,12.4,0.8,360.0,0.13,0.41,550.0,0.21,N,276.90291666666667,-3.8344444444444448,0+I
Aquila,J182737.0-034938,13.1,-0.4,930.0,2.9,-0.75,1400.0,8.0,N,276.9041666666667,-3.827222222222222,II
Aquila,J182737.3-034712,16.4,-1.3,1300.0,0.011,-2.4,1900.0,0.063,N,276.90541666666667,-3.7866666666666666,III
Aquila,J182737.9-035552,10.6,-2.1,1700.0,0.76,-2.57,2000.0,2.7,N,276.9079166666667,-3.931111111111111,III
Aquila,J182738.5-040228,5.8,-1.3,1300.0,0.24,-1.8,1700.0,0.44,N,276.91041666666666,-4.041111111111111,III
Aquila,J182739.1-034611,11.5,-1.3,1300.0,0.037,-1.64,1800.0,0.12,N,276.9129166666667,-3.769722222222222,III
Aquila,J182739.9-040942,8.3,-2.1,1700.0,2.1,-2.5,2000.0,5.8,N,276.91625,-4.161666666666667,III
Aquila,J182740.2-033356,10.1,-0.3,700.0,0.029,-0.69,1200.0,0.056,N,276.9175,-3.5655555555555556,II
Aquila,J182742.1-035836,10.3,-2.0,1700.0,0.83,-2.48,2000.0,2.8,N,276.9254166666667,-3.9766666666666666,III
Aquila,J182743.1-034316,20.1,-1.7,1400.0,1.3,-2.43,1900.0,11.0,N,276.92958333333337,-3.721111111111111,III
Aquila,J182744.2-032952,8.5,-0.7,1100.0,0.18,-1.27,1600.0,0.39,N,276.93416666666667,-3.497777777777778,II
Aquila,J182744.3-025619,11.0,-1.8,1600.0,0.5,-2.42,2000.0,1.9,N,276.93458333333336,-2.9386111111111113,III
Aquila,J182744.4-035601,7.9,-1.2,1400.0,0.33,-1.77,1800.0,0.77,N,276.935,-3.9336111111111114,III
Aquila,J182746.3-033015,20.4,-1.8,1300.0,0.41,-2.41,1900.0,3.4,N,276.9429166666667,-3.504166666666667,III
Aquila,J182746.6-012330,7.6,-1.9,1800.0,0.75,-2.43,2000.0,2.0,N,276.94416666666666,-1.3916666666666666,III
Aquila,J182748.1-035254,11.6,-0.7,1100.0,0.021,-1.2,1600.0,0.061,N,276.9504166666667,-3.881666666666667,II
Aquila,J182748.9-014623,6.9,-2.3,1700.0,0.7,-2.47,2000.0,1.7,N,276.95375,-1.7730555555555556,III
Aquila,J182749.3-035340,8.9,-1.0,1300.0,0.083,-1.23,1700.0,0.2,N,276.9554166666667,-3.8944444444444444,II
Aquila,J182750.1-034913,12.4,0.2,640.0,0.25,-0.24,900.0,0.51,N,276.95875,-3.8202777777777777,Flat
Aquila,J182750.4-034837,11.3,-0.7,1200.0,0.055,-1.25,1700.0,0.16,N,276.96000000000004,-3.8102777777777774,II
Aquila,J182750.5-035200,13.0,-0.8,1000.0,0.15,-0.98,1500.0,0.46,N,276.9604166666667,-3.8666666666666667,II
Aquila,J182750.7-040542,8.1,-1.8,1600.0,1.1,-2.19,1900.0,3.0,N,276.96125,-4.095,III
Aquila,J182753.5-035405,7.7,-1.2,1200.0,0.11,-1.2,1600.0,0.23,N,276.97291666666666,-3.901388888888889,II
Aquila,J182754.6-020104,6.8,-2.1,1800.0,0.8,-2.46,2000.0,1.9,N,276.9775,-2.017777777777778,III
Aquila,J182754.7-034238,12.4,0.6,390.0,1.5,0.38,550.0,2.5,N,276.97791666666666,-3.7105555555555556,0+I
Aquila,J182754.7-035057,14.5,-1.2,1200.0,0.02,-2.26,1800.0,0.087,N,276.97791666666666,-3.8491666666666666,III
Aquila,J182756.8-035221,10.2,-0.7,1200.0,0.018,-1.07,1600.0,0.047,N,276.9866666666667,-3.8725,II
Aquila,J182757.4-035541,6.9,-1.7,1700.0,0.046,-2.11,2000.0,0.11,N,276.9891666666667,-3.9280555555555554,III
Aquila,J182759.4-014955,6.9,-2.1,1700.0,0.79,-2.42,2000.0,1.9,N,276.9975,-1.8319444444444444,III
Aquila,J182800.4-040832,8.9,-2.2,1700.0,0.95,-2.42,2000.0,2.8,N,277.00166666666667,-4.142222222222222,III
Aquila,J182802.4-034406,17.6,-1.9,1400.0,1.7,-2.53,1900.0,12.0,N,277.01,-3.735,III
Aquila,J182802.5-024914,13.5,-1.5,1300.0,0.42,-1.87,1800.0,1.7,N,277.0104166666667,-2.8205555555555555,III
Aquila,J182803.1-040733,9.6,-1.8,1600.0,0.22,-2.31,2000.0,0.7,N,277.0129166666667,-4.125833333333333,III
Aquila,J182805.4-034659,12.4,1.0,160.0,0.46,0.8,220.0,0.57,N,277.0225,-3.7830555555555554,0+I
Aquila,J182805.6-035211,12.2,-0.7,1200.0,0.026,-1.49,1800.0,0.088,N,277.02333333333337,-3.8697222222222223,II
Aquila,J182806.5-032801,17.8,-2.1,1500.0,0.11,-2.71,2000.0,0.81,N,277.02708333333334,-3.4669444444444446,III
Aquila,J182807.4-025835,8.4,-2.0,1500.0,0.72,-1.91,1800.0,1.8,N,277.03083333333336,-2.976388888888889,III
Aquila,J182809.0-012313,11.1,-2.0,1600.0,0.34,-2.36,1900.0,1.2,N,277.0375,-1.3869444444444443,III
Aquila,J182809.4-022631,12.4,-0.1,1200.0,0.17,-1.15,2000.0,0.68,N,277.0391666666667,-2.4419444444444447,II
Aquila,J182810.0-035733,9.9,-2.2,1600.0,0.42,-2.51,2000.0,1.4,N,277.0416666666667,-3.959166666666667,III
Aquila,J182810.4-022758,5.1,-1.8,1800.0,1.4,-2.22,2000.0,2.6,N,277.04333333333335,-2.466111111111111,III
Aquila,J182811.0-041305,8.5,-2.1,1700.0,0.43,-2.4,2000.0,1.2,N,277.04583333333335,-4.218055555555556,III
Aquila,J182812.0-033454,11.8,-2.1,1600.0,1.0,-2.46,2000.0,4.1,N,277.05,-3.5816666666666666,III
