#Cloud,Name,Av,alpha,T_bol,L_bol,alphaPrime,TbolPrime,LbolPrime,likelyAGB,RA,DEC,Class
Aquila,J183128.7-015912,14.8,-1.6,1400.0,0.089,-2.37,1900.0,0.44,N,277.86958333333337,-1.9866666666666668,III
Aquila,J183128.9-020956,12.7,-0.7,1100.0,0.074,-1.22,1600.0,0.23,N,277.8704166666667,-2.1655555555555557,II
Aquila,J183129.1-010438,7.2,-2.2,1700.0,1.2,-2.46,2000.0,2.9,N,277.87125000000003,-1.0772222222222223,III
Aquila,J183129.1-020154,12.3,-0.4,670.0,0.021,-1.35,1300.0,0.047,N,277.87125000000003,-2.0316666666666667,II
Aquila,J183129.4-034709,0.2,-2.5,2000.0,0.075,-2.51,2000.0,0.078,N,277.8725,-3.785833333333333,III
Aquila,J183129.8-020744,12.4,0.0,790.0,0.72,-0.58,1200.0,1.7,N,277.87416666666667,-2.128888888888889,II
Aquila,J183130.0-022435,14.4,-0.6,1100.0,0.011,-1.4,1800.0,0.045,N,277.87500000000006,-2.4097222222222223,II
Aquila,J183130.0-012945,7.7,-2.2,1700.0,2.7,-2.59,2000.0,7.0,N,277.87500000000006,-1.4958333333333333,III
Aquila,J183130.1-022329,18.5,-1.8,1400.0,2.0,-2.47,1900.0,15.0,N,277.8754166666667,-2.391388888888889,III
Aquila,J183130.3-021825,8.9,-0.9,1400.0,0.023,-1.49,1800.0,0.058,N,277.87625,-2.3069444444444445,II
Aquila,J183130.5-020055,12.4,0.4,320.0,0.012,-0.21,430.0,0.019,N,277.87708333333336,-2.015277777777778,Flat
Aquila,J183130.7-022748,13.4,-1.8,1500.0,0.23,-2.43,2000.0,1.1,N,277.8779166666667,-2.4633333333333334,III
Aquila,J183131.1-015159,16.4,-1.2,1000.0,0.0068,-2.14,1500.0,0.025,N,277.87958333333336,-1.8663888888888889,III
Aquila,J183131.1-021653,22.5,-1.0,1000.0,0.013,-1.84,1300.0,0.066,N,277.87958333333336,-2.281388888888889,III
Aquila,J183131.8-034004,9.9,-2.1,1600.0,0.32,-2.33,2000.0,1.0,N,277.8825,-3.667777777777778,III
Aquila,J183132.0-030745,8.0,-2.1,1700.0,1.1,-2.49,2000.0,2.9,N,277.8833333333333,-3.129166666666667,III
Aquila,J183132.3-014107,10.5,-1.8,1500.0,0.75,-2.0,1900.0,2.4,N,277.88458333333335,-1.6852777777777779,III
Aquila,J183133.4-015518,21.8,-1.3,1200.0,0.033,-2.45,1900.0,0.27,N,277.88916666666665,-1.9216666666666664,III
Aquila,J183133.8-021229,12.4,0.5,560.0,0.029,-0.07,1100.0,0.06,N,277.8908333333334,-2.2080555555555557,Flat
Aquila,J183134.3-020851,13.9,-0.5,1100.0,0.087,-1.19,1600.0,0.3,N,277.8929166666667,-2.1475,II
Aquila,J183134.5-021512,12.4,0.0,650.0,0.083,-0.09,860.0,0.16,N,277.89375,-2.2533333333333334,Flat
Aquila,J183134.9-015708,19.0,-1.2,1200.0,0.014,-2.33,1600.0,0.069,N,277.8954166666667,-1.952222222222222,III
Aquila,J183135.0-023139,13.0,-1.9,1500.0,0.73,-2.23,1900.0,3.1,N,277.8958333333333,-2.5275,III
Aquila,J183135.2-011334,11.6,-2.2,1600.0,2.0,-2.6,2000.0,7.7,N,277.8966666666667,-1.2261111111111112,III
Aquila,J183135.3-021254,12.4,-0.2,950.0,0.098,-0.85,1500.0,0.28,N,277.89708333333334,-2.2150000000000003,II
Aquila,J183135.9-021330,12.4,0.4,540.0,0.2,0.31,750.0,0.36,N,277.89958333333334,-2.225,0+I
Aquila,J183136.1-023118,14.8,-1.8,1300.0,0.9,-2.02,1800.0,4.0,N,277.9004166666667,-2.5216666666666665,III
Aquila,J183136.1-021448,12.4,1.7,100.0,0.54,1.38,120.0,0.63,N,277.9004166666667,-2.2466666666666666,0+I
Aquila,J183136.2-015343,10.4,-1.0,1300.0,0.022,-1.42,1800.0,0.062,N,277.9008333333333,-1.8952777777777778,II
Aquila,J183136.3-022120,12.4,-0.2,750.0,0.025,-0.64,1000.0,0.052,N,277.90125,-2.3555555555555556,II
Aquila,J183136.4-020921,13.8,-0.9,1100.0,0.16,-1.1,1600.0,0.5,N,277.9016666666667,-2.1558333333333333,II
Aquila,J183136.5-015732,8.6,-1.6,1600.0,0.16,-2.3,1900.0,0.45,N,277.90208333333334,-1.958888888888889,III
Aquila,J183136.6-011211,10.8,-1.2,1300.0,4.1,-1.44,1700.0,12.0,N,277.90250000000003,-1.2030555555555555,II
Aquila,J183137.5-020503,12.4,-0.3,930.0,0.15,-0.72,1300.0,0.38,N,277.90625,-2.084166666666667,II
Aquila,J183137.6-021455,12.4,0.4,520.0,0.09,-0.33,770.0,0.18,N,277.90666666666664,-2.2486111111111113,II
Aquila,J183138.2-021952,11.9,-2.0,1600.0,0.03,-2.64,2000.0,0.12,N,277.9091666666667,-2.331111111111111,III
Aquila,J183138.2-022218,9.1,-1.8,1600.0,0.025,-2.4,2000.0,0.073,N,277.9091666666667,-2.3716666666666666,III
Aquila,J183138.5-010457,6.4,-1.7,1700.0,0.24,-2.19,2000.0,0.52,N,277.91041666666666,-1.0825,III
Aquila,J183138.5-015025,20.5,-1.6,1200.0,2.5,-1.93,1700.0,16.0,N,277.91041666666666,-1.840277777777778,III
Aquila,J183138.6-015334,12.1,-1.0,1200.0,0.0042,-1.67,1500.0,0.012,N,277.91083333333336,-1.8927777777777777,III
Aquila,J183138.6-021853,7.5,-1.1,1400.0,0.01,-1.7,1800.0,0.023,N,277.91083333333336,-2.314722222222222,III
Aquila,J183138.7-022044,10.5,-0.5,710.0,0.068,-1.23,880.0,0.12,N,277.91125,-2.345555555555556,II
Aquila,J183138.8-022218,14.2,-1.5,1500.0,0.028,-2.33,1900.0,0.14,N,277.9116666666667,-2.3716666666666666,III
Aquila,J183138.8-031550,6.3,-2.2,1800.0,0.039,-2.53,2000.0,0.088,N,277.9116666666667,-3.263888888888889,III
Aquila,J183138.9-022055,9.7,-1.5,1500.0,0.044,-1.95,1900.0,0.13,N,277.9120833333333,-2.3486111111111114,III
Aquila,J183139.7-020512,14.5,-0.5,960.0,0.22,-0.98,1500.0,0.71,N,277.91541666666666,-2.086666666666667,II
Aquila,J183139.7-025658,9.0,-2.1,1700.0,0.37,-2.48,2000.0,1.1,N,277.91541666666666,-2.9494444444444445,III
Aquila,J183140.0-020533,15.0,-0.4,930.0,0.54,-0.97,1500.0,1.8,N,277.9166666666667,-2.0925000000000002,II
Aquila,J183140.4-020814,12.4,-0.2,860.0,0.2,-0.27,1100.0,0.45,N,277.91833333333335,-2.1372222222222224,Flat
Aquila,J183140.7-022035,13.3,-0.6,1000.0,0.058,-1.18,1600.0,0.18,N,277.9195833333334,-2.343055555555556,II
Aquila,J183140.7-020931,2.5,-1.1,1700.0,0.15,-1.65,1900.0,0.2,N,277.9195833333334,-2.158611111111111,III
Aquila,J183140.8-022244,16.0,-1.8,1400.0,4.9,-2.35,1900.0,28.0,N,277.92,-2.378888888888889,III
Aquila,J183141.1-012803,8.4,-2.3,1700.0,0.16,-2.67,2000.0,0.47,N,277.92125,-1.4675,III
Aquila,J183141.2-020929,11.4,-0.8,1100.0,0.026,-1.02,1500.0,0.07,N,277.9216666666667,-2.1580555555555554,II
Aquila,J183141.2-021007,10.4,-0.9,1200.0,0.09,-1.2,1600.0,0.24,N,277.9216666666667,-2.168611111111111,II
Aquila,J183141.4-021844,10.6,-1.3,1400.0,0.011,-2.1,1800.0,0.035,N,277.9225,-2.312222222222222,III
Aquila,J183141.7-033151,10.5,-2.1,1600.0,1.6,-2.33,1900.0,5.5,N,277.92375,-3.5308333333333333,III
Aquila,J183141.8-020759,14.4,-0.7,960.0,0.12,-0.94,1500.0,0.38,N,277.9241666666667,-2.1330555555555555,II
Aquila,J183142.0-021643,17.8,-1.0,980.0,0.014,-1.57,1300.0,0.047,N,277.925,-2.278611111111111,II
Aquila,J183142.1-022109,15.1,-1.5,1200.0,0.0088,-2.23,1500.0,0.032,N,277.9254166666667,-2.3525,III
Aquila,J183142.4-020004,29.7,-1.5,1100.0,0.22,-2.59,1900.0,3.4,N,277.9266666666667,-2.0011111111111113,III
Aquila,J183142.4-015440,8.4,-0.9,1400.0,0.014,-1.36,1700.0,0.034,N,277.9266666666667,-1.911111111111111,II
Aquila,J183142.5-033434,9.9,-2.2,1700.0,1.1,-2.65,2000.0,3.6,N,277.9270833333333,-3.576111111111111,III
Aquila,J183142.6-022113,12.7,-1.0,1200.0,0.1,-1.5,1700.0,0.35,N,277.9275,-2.3536111111111113,II
Aquila,J183142.6-020743,13.8,-0.7,1000.0,0.61,-1.2,1600.0,2.0,N,277.9275,-2.1286111111111112,II
Aquila,J183142.6-015232,16.7,-1.5,1300.0,0.012,-2.56,1900.0,0.07,N,277.9275,-1.8755555555555556,III
Aquila,J183143.4-022542,10.1,-1.1,1100.0,0.0067,-1.38,1200.0,0.014,N,277.93083333333334,-2.4283333333333332,II
Aquila,J183143.5-032148,9.9,-2.0,1600.0,4.0,-2.43,2000.0,13.0,N,277.93125000000003,-3.3633333333333333,III
Aquila,J183144.0-022824,21.2,-2.0,1400.0,0.55,-2.66,2000.0,5.3,N,277.93333333333334,-2.4733333333333336,III
Aquila,J183144.1-023539,5.6,-0.5,1200.0,0.17,-0.74,1500.0,0.28,N,277.93375,-2.5941666666666667,II
Aquila,J183144.1-021618,8.0,-0.4,1000.0,0.5,-0.7,1400.0,1.0,N,277.93375,-2.2716666666666665,II
Aquila,J183144.1-024044,11.0,-2.0,1600.0,0.77,-2.34,1900.0,2.8,N,277.93375,-2.678888888888889,III
Aquila,J183144.2-020837,11.5,-1.3,1200.0,0.011,-2.16,1800.0,0.037,N,277.93416666666667,-2.143611111111111,III
Aquila,J183144.2-021621,12.4,-0.7,550.0,0.075,-0.92,590.0,0.13,N,277.93416666666667,-2.2725,II
Aquila,J183144.3-020743,11.9,-0.9,1100.0,0.061,-1.34,1600.0,0.18,N,277.9345833333333,-2.1286111111111112,II
Aquila,J183144.4-020745,12.4,-0.7,440.0,0.014,-0.93,490.0,0.022,N,277.935,-2.129166666666667,II
Aquila,J183145.7-021624,9.9,-0.5,1300.0,0.0066,-1.2,1800.0,0.018,N,277.9404166666667,-2.2733333333333334,II
Aquila,J183145.8-012959,2.2,-2.3,2100.0,0.067,-2.4,2200.0,0.094,N,277.94083333333333,-1.4997222222222222,III
Aquila,J183145.9-021657,7.3,-1.1,1400.0,0.062,-1.45,1800.0,0.14,N,277.94125,-2.2824999999999998,II
Aquila,J183146.0-011047,5.3,-0.9,1300.0,0.031,-0.96,1600.0,0.053,N,277.9416666666667,-1.1797222222222223,II
Aquila,J183146.0-020633,12.9,-0.8,1200.0,0.093,-1.4,1700.0,0.31,N,277.9416666666667,-2.109166666666667,II
Aquila,J183146.1-015349,13.2,-1.1,1100.0,0.11,-1.36,1600.0,0.34,N,277.94208333333336,-1.8969444444444443,II
Aquila,J183146.3-021040,10.6,-1.0,1200.0,0.19,-1.43,1700.0,0.53,N,277.9429166666667,-2.1777777777777776,II
Aquila,J183146.3-020909,8.1,-0.5,1100.0,0.026,-1.02,1500.0,0.053,N,277.9429166666667,-2.1525,II
Aquila,J183146.4-021032,9.6,-0.5,1300.0,0.079,-1.33,1700.0,0.21,N,277.9433333333333,-2.1755555555555555,II
Aquila,J183147.1-015816,9.4,-2.1,1600.0,0.21,-2.5,1900.0,0.63,N,277.94625,-1.9711111111111113,III
Aquila,J183147.4-024556,10.5,-1.9,1600.0,0.4,-2.43,2000.0,1.4,N,277.94750000000005,-2.7655555555555558,III
Aquila,J183147.9-021155,9.8,-1.4,1400.0,0.083,-1.74,1800.0,0.24,N,277.94958333333335,-2.198611111111111,III
Aquila,J183147.9-021328,7.1,-1.5,1600.0,0.017,-2.23,1900.0,0.039,N,277.94958333333335,-2.2244444444444444,III
Aquila,J183148.5-021737,12.4,-0.1,780.0,0.024,-0.55,1200.0,0.055,N,277.95208333333335,-2.293611111111111,II
Aquila,J183149.4-011421,10.7,-2.1,1600.0,1.8,-2.47,2000.0,6.2,N,277.9558333333333,-1.2391666666666667,III
Aquila,J183149.7-021718,12.4,-1.8,2100.0,0.15,-2.97,2600.0,1.3,N,277.95708333333334,-2.288333333333333,III
Aquila,J183150.1-021009,13.1,-1.3,1500.0,0.013,-2.19,1900.0,0.055,N,277.95875,-2.1691666666666665,III
Aquila,J183150.5-023646,13.3,-2.1,1600.0,0.19,-2.59,2000.0,0.89,N,277.9604166666667,-2.612777777777778,III
Aquila,J183150.9-020728,19.8,-1.4,1300.0,0.24,-2.35,1900.0,1.8,N,277.96208333333334,-2.1244444444444444,III
Aquila,J183151.2-021043,11.8,-0.6,1100.0,0.02,-1.08,1600.0,0.056,N,277.96333333333337,-2.178611111111111,II
Aquila,J183151.3-021204,7.5,-0.7,1400.0,0.019,-1.26,1700.0,0.041,N,277.96375,-2.2011111111111115,II
Aquila,J183151.7-024024,11.5,-2.0,1600.0,0.79,-2.44,2000.0,3.0,N,277.96541666666667,-2.6733333333333333,III
Aquila,J183152.1-023105,12.7,-1.0,1100.0,0.011,-1.36,1300.0,0.03,N,277.96708333333333,-2.5180555555555557,II
Aquila,J183152.1-020126,12.4,1.6,160.0,0.12,1.36,170.0,0.16,Y,277.96708333333333,-2.0238888888888886,0+I
Aquila,J183152.2-023050,20.8,-1.0,1100.0,0.0085,-1.95,1600.0,0.05,N,277.9675,-2.513888888888889,III
Aquila,J183152.4-020031,12.4,0.2,520.0,0.043,0.02,600.0,0.074,N,277.96833333333336,-2.008611111111111,Flat
Aquila,J183153.4-021638,11.3,-1.5,1500.0,0.018,-2.27,1900.0,0.065,N,277.9725,-2.277222222222222,III
Aquila,J183153.8-024533,10.5,-1.6,1500.0,0.24,-2.08,1900.0,0.77,N,277.9741666666667,-2.7591666666666668,III
Aquila,J183154.9-015733,11.3,-1.9,550.0,0.19,-2.46,1200.0,0.35,N,277.97875,-1.9591666666666667,III
Aquila,J183155.0-022229,6.6,-1.4,1600.0,0.02,-1.74,1900.0,0.042,N,277.9791666666667,-2.374722222222222,III
Aquila,J183155.2-022532,10.4,-1.0,1300.0,0.0063,-1.55,1700.0,0.018,N,277.98,-2.4255555555555555,II
Aquila,J183155.7-024055,12.9,-1.7,1300.0,2.2,-1.87,1800.0,8.2,N,277.9820833333333,-2.6819444444444445,III
Aquila,J183156.2-024151,12.7,-1.7,1500.0,0.69,-2.36,2000.0,2.9,N,277.9841666666667,-2.6975000000000002,III
Aquila,J183156.2-015854,7.2,-0.9,1400.0,0.0052,-1.25,1700.0,0.011,N,277.9841666666667,-1.9816666666666667,II
Aquila,J183156.2-024439,11.6,-2.1,1600.0,1.4,-2.59,2000.0,5.6,N,277.9841666666667,-2.7441666666666666,III
Aquila,J183156.8-022422,21.2,-1.9,1400.0,0.13,-2.62,1900.0,1.1,N,277.9866666666667,-2.406111111111111,III
Aquila,J183157.0-025828,9.0,-1.8,1500.0,1.1,-2.04,1900.0,3.1,N,277.9875,-2.9744444444444444,III
Aquila,J183157.2-021830,19.5,-0.7,960.0,0.0079,-1.66,1400.0,0.035,N,277.98833333333334,-2.308333333333333,III
Aquila,J183157.3-020141,15.9,-0.7,1100.0,0.015,-1.3,1700.0,0.063,N,277.98875,-2.0280555555555555,II
Aquila,J183157.7-022835,8.3,-0.6,1100.0,0.038,-0.92,1500.0,0.081,N,277.99041666666665,-2.476388888888889,II
Aquila,J183158.1-015014,36.1,-1.7,950.0,0.23,-2.05,1300.0,2.7,N,277.99208333333337,-1.8372222222222223,III
Aquila,J183158.3-021540,7.0,-1.2,1600.0,0.073,-1.67,1900.0,0.16,N,277.9929166666667,-2.261111111111111,III
Aquila,J183158.5-020632,8.4,-0.7,1300.0,0.04,-1.4,1700.0,0.092,N,277.99375000000003,-2.108888888888889,II
Aquila,J183158.6-021632,14.5,-1.9,1500.0,0.66,-2.38,1900.0,3.3,N,277.9941666666667,-2.2755555555555556,III
Aquila,J183158.8-021535,6.6,-1.2,1600.0,0.011,-1.76,1900.0,0.023,N,277.995,-2.2597222222222224,III
Aquila,J183159.0-020040,26.5,-1.5,1100.0,0.045,-2.4,1600.0,0.42,N,277.99583333333334,-2.011111111111111,III
Aquila,J183159.0-022414,17.7,-1.3,1200.0,0.72,-1.76,1700.0,3.8,N,277.99583333333334,-2.403888888888889,III
Aquila,J183159.0-020711,8.7,-0.8,1200.0,0.019,-1.4,1700.0,0.045,N,277.99583333333334,-2.1197222222222223,II
Aquila,J183200.6-014115,13.8,-2.1,1500.0,1.6,-2.61,2000.0,7.8,N,278.00250000000005,-1.6875,III
Aquila,J183201.5-023814,12.4,0.3,570.0,0.014,-0.25,780.0,0.027,N,278.00624999999997,-2.6372222222222224,Flat
Aquila,J183203.5-011057,8.5,-1.8,1700.0,0.41,-2.3,2000.0,1.2,N,278.01458333333335,-1.1825,III
Aquila,J183203.7-023131,12.3,-1.5,1300.0,0.0028,-2.0,1500.0,0.0084,N,278.0154166666667,-2.5252777777777777,III
Aquila,J183204.8-023126,10.9,-1.3,1300.0,0.12,-1.53,1700.0,0.35,N,278.02000000000004,-2.5238888888888886,II
Aquila,J183206.2-021725,12.4,0.2,590.0,0.017,-0.66,900.0,0.033,N,278.02583333333337,-2.290277777777778,II
Aquila,J183207.2-020926,14.9,-2.0,1500.0,0.14,-2.68,2000.0,0.73,N,278.03000000000003,-2.157222222222222,III
Aquila,J183207.7-022213,18.7,-1.2,1000.0,0.0054,-2.36,1500.0,0.025,N,278.03208333333333,-2.370277777777778,III
Aquila,J183208.1-020624,12.3,-0.9,1200.0,0.11,-1.29,1700.0,0.34,N,278.03375,-2.106666666666667,II
Aquila,J183208.6-020519,1.4,-1.8,1900.0,0.14,-2.21,2000.0,0.17,N,278.03583333333336,-2.088611111111111,III
Aquila,J183208.7-015414,9.1,-0.6,1000.0,0.028,-0.99,1200.0,0.055,N,278.03625000000005,-1.9038888888888887,II
Aquila,J183208.8-023029,10.5,-1.1,1300.0,0.015,-1.38,1700.0,0.044,N,278.0366666666667,-2.5080555555555555,II
Aquila,J183208.9-022643,16.2,-1.8,1500.0,2.9,-2.5,2000.0,18.0,N,278.0370833333333,-2.445277777777778,III
Aquila,J183209.1-022003,8.1,-1.6,1600.0,0.011,-2.19,1900.0,0.028,N,278.03791666666666,-2.334166666666667,III
Aquila,J183209.2-022728,7.0,-2.0,1700.0,0.13,-2.33,2000.0,0.3,N,278.03833333333336,-2.457777777777778,III
Aquila,J183209.4-021301,18.2,-1.4,1300.0,0.018,-2.52,1900.0,0.12,N,278.0391666666667,-2.2169444444444446,III
Aquila,J183209.4-020803,10.5,-1.4,1500.0,0.017,-2.2,1900.0,0.057,N,278.0391666666667,-2.1341666666666668,III
Aquila,J183209.5-020435,11.6,-2.0,1600.0,0.087,-2.5,2000.0,0.33,N,278.0395833333333,-2.0763888888888893,III
Aquila,J183209.7-013000,9.6,-1.8,1600.0,0.12,-2.24,2000.0,0.38,N,278.04041666666666,-1.5,III
Aquila,J183210.8-021312,22.4,-1.6,1100.0,0.39,-1.99,1800.0,3.0,N,278.045,-2.22,III
Aquila,J183211.6-022050,10.6,-1.0,1200.0,0.11,-1.02,1600.0,0.27,N,278.04833333333335,-2.3472222222222223,II
Aquila,J183211.6-021315,14.1,-0.8,1100.0,0.01,-1.39,1700.0,0.037,N,278.04833333333335,-2.2208333333333337,II
Aquila,J183212.1-012534,12.4,-2.3,1600.0,0.38,-2.72,2000.0,1.6,N,278.05041666666665,-1.426111111111111,III
Aquila,J183212.7-022237,18.4,-1.4,170.0,0.057,-2.29,570.0,0.083,N,278.0529166666667,-2.3769444444444443,III
Aquila,J183213.1-015730,12.4,0.9,57.0,0.28,0.73,59.0,0.29,Y,278.05458333333337,-1.9583333333333333,0+I
Aquila,J183213.8-013839,17.2,-1.6,1300.0,2.6,-2.13,1800.0,15.0,N,278.0575,-1.6441666666666666,III
Aquila,J183214.2-023326,12.1,-1.3,1200.0,0.35,-1.51,1700.0,1.1,N,278.05916666666667,-2.557222222222222,II
Aquila,J183214.9-021937,12.9,-1.9,1500.0,0.45,-2.4,2000.0,2.0,N,278.0620833333333,-2.326944444444444,III
Aquila,J183215.0-022419,13.5,-1.4,1200.0,0.0038,-1.96,1500.0,0.011,N,278.0625,-2.4052777777777776,III
Aquila,J183215.1-023525,27.4,-1.2,980.0,0.04,-1.63,1300.0,0.26,N,278.0629166666667,-2.590277777777778,III
Aquila,J183215.1-023453,12.4,1.6,280.0,0.019,1.39,310.0,0.029,N,278.0629166666667,-2.5813888888888887,0+I
Aquila,J183215.9-023443,12.4,0.8,120.0,0.47,0.2,180.0,0.56,N,278.06625,-2.578611111111111,Flat
Aquila,J183216.7-022316,7.5,-1.0,1400.0,0.11,-1.51,1800.0,0.25,N,278.06958333333336,-2.3877777777777776,II
Aquila,J183217.0-022953,8.9,-0.8,1200.0,0.16,-1.36,1700.0,0.39,N,278.0708333333333,-2.4980555555555557,II
Aquila,J183218.4-020750,14.7,-1.2,1300.0,0.0097,-1.95,1900.0,0.046,N,278.07666666666665,-2.1305555555555555,III
Aquila,J183218.5-021201,11.1,-1.1,1300.0,0.015,-1.66,1800.0,0.048,N,278.07708333333335,-2.200277777777778,III
Aquila,J183218.9-015249,8.2,-0.7,1300.0,0.019,-1.1,1600.0,0.042,N,278.07875,-1.8802777777777777,II
Aquila,J183220.0-014340,10.6,-2.1,1600.0,3.8,-2.45,2000.0,13.0,N,278.0833333333333,-1.7277777777777779,III
Aquila,J183220.2-022119,9.6,-1.1,1200.0,0.0077,-1.79,1700.0,0.02,N,278.08416666666665,-2.355277777777778,III
Aquila,J183220.5-022243,8.4,-0.9,1300.0,0.04,-1.29,1700.0,0.093,N,278.0854166666667,-2.3786111111111112,II
Aquila,J183221.5-021251,11.7,-2.1,1600.0,0.12,-2.57,2000.0,0.47,N,278.08958333333334,-2.214166666666667,III
Aquila,J183221.5-022210,11.9,-1.6,1500.0,0.31,-2.18,1900.0,1.2,N,278.08958333333334,-2.3694444444444445,III
Aquila,J183221.7-014356,10.1,-2.0,1600.0,2.6,-2.39,2000.0,8.8,N,278.09041666666667,-1.7322222222222223,III
Aquila,J183221.8-023444,16.1,-1.9,1500.0,0.19,-2.43,1900.0,1.1,N,278.09083333333336,-2.578888888888889,III
Aquila,J183223.3-022849,18.2,-1.9,1400.0,0.19,-2.38,1900.0,1.2,N,278.0970833333334,-2.480277777777778,III
Aquila,J183223.5-014844,12.1,-2.1,1600.0,1.7,-2.46,2000.0,6.9,N,278.09791666666666,-1.8122222222222222,III
Aquila,J183223.6-023444,8.9,-1.2,1400.0,0.025,-1.63,1800.0,0.066,N,278.09833333333336,-2.578888888888889,III
Aquila,J183225.6-013024,9.7,-2.2,1700.0,0.38,-2.49,2000.0,1.2,N,278.1066666666667,-1.5066666666666666,III
Aquila,J183226.0-023020,14.0,-0.9,1300.0,0.007,-1.56,1900.0,0.03,N,278.10833333333335,-2.5055555555555555,II
Aquila,J183226.7-024146,6.8,-1.1,1300.0,0.0041,-1.29,1600.0,0.008,N,278.11125,-2.6961111111111116,II
Aquila,J183228.0-024713,11.0,-2.2,1600.0,0.69,-2.6,2000.0,2.5,N,278.1166666666667,-2.7869444444444444,III
Aquila,J183228.0-021743,12.4,-2.0,740.0,0.0085,-2.27,770.0,0.016,N,278.1166666666667,-2.2952777777777778,III
Aquila,J183228.3-015511,9.9,-1.4,1500.0,0.1,-1.87,1900.0,0.31,N,278.11791666666664,-1.919722222222222,III
Aquila,J183229.4-014536,7.5,-2.2,1700.0,0.056,-2.55,2000.0,0.14,N,278.1225,-1.76,III
Aquila,J183230.0-020413,1.2,-1.7,1700.0,0.33,-2.14,1800.0,0.38,N,278.12500000000006,-2.070277777777778,III
Aquila,J183230.2-013803,10.0,-2.1,1600.0,0.31,-2.47,2000.0,1.0,N,278.12583333333333,-1.6341666666666665,III
Aquila,J183230.5-022926,3.7,-1.9,1800.0,1.1,-2.08,1900.0,1.8,N,278.12708333333336,-2.4905555555555554,III
Aquila,J183230.8-012256,10.7,-2.1,1600.0,0.3,-2.45,2000.0,1.0,N,278.12833333333333,-1.3822222222222222,III
Aquila,J183231.7-021620,8.4,-0.6,1200.0,0.015,-1.25,1700.0,0.034,N,278.13208333333336,-2.272222222222222,II
Aquila,J183232.5-015124,19.0,-1.9,1400.0,0.38,-2.48,1900.0,2.9,N,278.1354166666667,-1.8566666666666667,III
Aquila,J183233.0-022910,7.0,-1.4,1600.0,0.0097,-1.86,1900.0,0.022,N,278.1375,-2.486111111111111,III
Aquila,J183233.3-022156,14.7,-2.1,1500.0,1.5,-2.5,2000.0,7.8,N,278.13875,-2.365555555555556,III
Aquila,J183233.6-024818,14.1,-1.9,1500.0,0.27,-2.53,2000.0,1.4,N,278.14,-2.8049999999999997,III
Aquila,J183234.0-015836,18.1,-0.8,970.0,1.7,-1.05,1500.0,7.0,N,278.1416666666667,-1.9766666666666668,II
Aquila,J183234.2-021905,10.1,-1.4,1400.0,0.0077,-2.18,1900.0,0.024,N,278.14250000000004,-2.3180555555555555,III
Aquila,J183234.8-013642,10.5,-2.2,1600.0,0.2,-2.46,2000.0,0.7,N,278.145,-1.6116666666666668,III
Aquila,J183234.9-022411,9.5,-2.2,1700.0,0.041,-2.63,2000.0,0.13,N,278.1454166666667,-2.4030555555555555,III
Aquila,J183235.0-022321,10.2,-2.3,1700.0,0.045,-2.66,2000.0,0.15,N,278.1458333333333,-2.3891666666666667,III
Aquila,J183235.9-024547,10.9,-1.9,1600.0,0.32,-2.32,1900.0,1.1,N,278.14958333333334,-2.7630555555555554,III
Aquila,J183236.0-020524,10.9,-1.9,1600.0,0.93,-2.23,1900.0,3.3,N,278.15,-2.0900000000000003,III
Aquila,J183236.3-024601,12.4,-0.8,1100.0,0.0058,-1.17,1400.0,0.016,N,278.15125,-2.7669444444444444,II
Aquila,J183237.3-021150,9.0,-2.2,1700.0,0.024,-2.61,2000.0,0.073,N,278.15541666666667,-2.197222222222222,III
Aquila,J183237.4-025045,12.4,0.8,150.0,0.14,0.18,220.0,0.18,N,278.1558333333333,-2.8458333333333337,Flat
Aquila,J183237.6-023102,14.0,-0.4,950.0,0.017,-0.89,1500.0,0.055,N,278.15666666666664,-2.5172222222222222,II
Aquila,J183238.1-022905,12.4,-0.1,900.0,0.024,-0.67,1400.0,0.064,N,278.15875,-2.4847222222222225,II
Aquila,J183238.6-021848,8.9,-1.0,1400.0,0.014,-1.65,1800.0,0.037,N,278.16083333333336,-2.313333333333333,III
Aquila,J183239.0-023612,16.6,-1.3,1400.0,1.6,-2.08,1900.0,9.3,N,278.1625,-2.6033333333333335,III
Aquila,J183239.1-022200,14.0,-2.0,1500.0,1.2,-2.32,1900.0,5.4,N,278.16291666666666,-2.3666666666666667,III
Aquila,J183239.6+004731,7.2,-2.0,1700.0,0.4,-2.4,2000.0,0.97,N,278.165,0.7919444444444445,III
Aquila,J183239.7-015038,5.2,-1.0,1500.0,0.009,-1.29,1700.0,0.016,N,278.16541666666666,-1.8438888888888891,II
Aquila,J183239.9-013009,15.1,-1.3,1300.0,1.7,-1.74,1800.0,7.7,N,278.16625,-1.5025,III
Aquila,J183239.9-012644,15.5,-2.0,1500.0,0.22,-2.55,2000.0,1.2,N,278.16625,-1.4455555555555555,III
Aquila,J183241.3-020958,9.1,-2.3,1700.0,0.045,-2.68,2000.0,0.14,N,278.1720833333333,-2.166111111111111,III
Aquila,J183242.4-024756,12.4,-0.3,520.0,0.19,-0.88,970.0,0.35,N,278.1766666666667,-2.798888888888889,II
Aquila,J183243.4-023006,12.4,-1.3,650.0,0.0034,-1.56,680.0,0.006,N,278.18083333333334,-2.5016666666666665,II
